DepartmentIdÇDepartmentNameÇCategoryIdÇCategoryNameÇSubCategoryIdÇSubCategoryNameÇ
20001ÇAire libreÇ30001ÇCampingÇ40001ÇAlmohadas de viajeÇ
20001ÇAire libreÇ30001ÇCampingÇ40002ÇBolsas de dormirÇ
20001ÇAire libreÇ30001ÇCampingÇ40003ÇCarpasÇ
20001ÇAire libreÇ30001ÇCampingÇ40004ÇColchones inflablesÇ
20001ÇAire libreÇ30001ÇCampingÇ40005ÇConservadoras y luncherasÇ
20001ÇAire libreÇ30001ÇCampingÇ40006ÇMuebles de campingÇ
20001ÇAire libreÇ30002ÇDeportesÇ40007ÇBotellas deportivasÇ
20001ÇAire libreÇ30002ÇDeportesÇ40008ÇInfladoresÇ
20001ÇAire libreÇ30002ÇDeportesÇ40009ÇPelotasÇ
20001ÇAire libreÇ30002ÇDeportesÇ40010ÇTablas deportivasÇ
20001ÇAire libreÇ30003ÇJardineríaÇ40011ÇHerramientas de jardínÇ
20001ÇAire libreÇ30003ÇJardineríaÇ40012ÇJardín y macetasÇ
20001ÇAire libreÇ30003ÇJardineríaÇ40013ÇMaquinas de jardínÇ
20001ÇAire libreÇ30003ÇJardineríaÇ40014ÇRiegoÇ
20001ÇAire libreÇ30004ÇParrillaÇ40015ÇCarbón, leña y encendidoÇ
20001ÇAire libreÇ30004ÇParrillaÇ40016ÇParrillasÇ
20001ÇAire libreÇ30004ÇParrillaÇ40017ÇUtensilios de parrillaÇ
20001ÇAire libreÇ30005ÇPiletasÇ40018ÇJuegos y accesoriosÇ
20001ÇAire libreÇ30005ÇPiletasÇ40019ÇMantenimientoÇ
20001ÇAire libreÇ30005ÇPiletasÇ40020ÇPiletasÇ
20001ÇAire libreÇ30005ÇPiletasÇ40021ÇTextil piletaÇ
20001ÇAire libreÇ30006ÇRodadosÇ40022ÇBicicletasÇ
20002ÇAlmacénÇ30007ÇAceites y condimentosÇ40023ÇAceitesÇ
20002ÇAlmacénÇ30007ÇAceites y condimentosÇ40024ÇEspeciasÇ
20002ÇAlmacénÇ30007ÇAceites y condimentosÇ40025ÇJugos de limonÇ
20002ÇAlmacénÇ30007ÇAceites y condimentosÇ40026ÇSalesÇ
20002ÇAlmacénÇ30007ÇAceites y condimentosÇ40027ÇVinagresÇ
20002ÇAlmacénÇ30008ÇAderezos y salsasÇ40028ÇAderezosÇ
