20001;Aire Libre;20004;Parrilla;20025;Parrillas
20002;Almacen;20007;Aceites Y Condimentos;20037;Vinagres
20003;Bazar Y Hogar;20020;Cocina;20110;Vajilla
20003;Bazar Y Hogar;20020;Cocina;20099;Hermeticos
20003;Bazar Y Hogar;20020;Cocina;20102;Manteles E Individuales
20003;Bazar Y Hogar;20019;Baño;20091;Botiquin Primeros Auxilios
20003;Bazar Y Hogar;20020;Cocina;20094;Accesorios De Cocina
20003;Bazar Y Hogar;20021;Decoración;20111;Cajas Y Baules
20003;Bazar Y Hogar;20021;Decoración;20112;Ceramicas
20003;Bazar Y Hogar;20021;Decoración;20114;Plantas,Flores Y Floreros
20003;Bazar Y Hogar;20021;Decoración;20115;Varios Deco
20003;Bazar Y Hogar;20023;Indumentaria;20123;Camperas
20002;Almacen;20015;Panificados;20070;Facturas
20002;Almacen;20015;Panificados;20073;Tortillas
20002;Almacen;20018;Snacks;20081;Frutos Secos
20004;Bebes Y Niños;20030;Jugueteria;20154;Juegos De Rol
20005;Bebidas;20033;Bebidas Con Alcohol;20171;Aperitivos
20005;Bebidas;20034;Bebidas Sin Alcohol;20180;Amargos
20005;Bebidas;20034;Bebidas Sin Alcohol;20183;Isotonicas
20012;Limpieza;20060;Accesorios De Limpieza;20311;Bolsas
20012;Limpieza;20064;Fosforos Y Velas;20337;Fosforos
20012;Limpieza;20064;Fosforos Y Velas;20339;Velas
20012;Limpieza;20065;Insecticidas;20340;Casa Y Jardin
20012;Limpieza;20067;Limpieza De Baño;20350;Limpieza De Inodoro
20014;Perfumeria;20076;Cuidado Del Adulto;20384;Ropa Interior
20012;Limpieza;20069;Limpieza De Pisos Y Superficies;20354;Ceras Y Autobrillos
20010;Frescos;20053;Fruteria;20287;Frutas Frescas
20011;Kiosco;20059;Golosinas;20306;Malvaviscos
20010;Frescos;20055;Pastas Frescas Y Tapas;20297;Tapas
20009;Fiestas;20049;Navidad;20269;Luces Navidad
20006;Congelados;20036;Helados;20194;Baldes
20010;Frescos;20050;Carniceria;20273;Carnes Vacunas
20007;Electro;20039;Cuidado Personal Y Salud;20210;Secadores
20007;Electro;20039;Cuidado Personal Y Salud;20211;Termometros
20007;Electro;20040;Heladeras, Cocinas, Lavarropas Y Lavavajillas;20212;Anafe
20010;Frescos;20050;Carniceria;20274;Embutidos
20007;Electro;20040;Heladeras, Cocinas, Lavarropas Y Lavavajillas;20217;Lavavajillas
20007;Electro;20041;Informatica;20222;Parlantes
20007;Electro;20041;Informatica;20223;Tablets
20010;Frescos;20051;Comidas Frescas;20279;Comidas Elaboradas
20007;Electro;20042;Pequeños Electrodomesticos;20243;Sandwicheras
20014;Perfumeria;20080;Farmacia;20404;Alcoholes
20001;Aire Libre;20003;Jardineria;20023;Tierra Fertil
20001;Aire Libre;20006;Rodados;20032;Monopatin
20002;Almacen;20007;Aceites Y Condimentos;20036;Sales
20002;Almacen;20009;Arroz Y Legumbres;20040;Arroz
20003;Bazar Y Hogar;20020;Cocina;20101;Manoplas Y Delantales
20003;Bazar Y Hogar;20020;Cocina;20104;Ollas,Cacerolas Y Sartenes
20003;Bazar Y Hogar;20020;Cocina;20105;Pavas, Jarros Y Cafeteras
20003;Bazar Y Hogar;20019;Baño;20089;Accesorios Para Baño
20002;Almacen;20012;Enlatados  Y Conservas;20062;Conservas Vegetales
20002;Almacen;20018;Snacks;20087;Papas Fritas
20002;Almacen;20018;Snacks;20088;Varios
20002;Almacen;20013;Harinas;20067;Premezclas
20002;Almacen;20016;Pastas;20074;Ñoquis Y Lasagna
20002;Almacen;20018;Snacks;20082;Galletitas Y Tostadas Copetin
20003;Bazar Y Hogar;20025;Organización Del Hogar;20134;Organizacion Hogar
20003;Bazar Y Hogar;20026;Valijas;20135;Plastica
20004;Bebes Y Niños;20031;Librería;20166;Escritura
20004;Bebes Y Niños;20029;Cuidado Del Bebe Y La Mamá;20141;Acondicionador Para Bebe
20004;Bebes Y Niños;20030;Jugueteria;20155;Juegos De Salón
20004;Bebes Y Niños;20030;Jugueteria;20158;Mesas Y Sillas Infantiles
20004;Bebes Y Niños;20030;Jugueteria;20160;Peluches
20003;Bazar Y Hogar;20025;Organización Del Hogar;20129;Bolsas De Compras
20003;Bazar Y Hogar;20025;Organización Del Hogar;20133;Lavarropas Y Planchado
20001;Aire Libre;20002;Deportes Y Fitnes;20018;Soga De Saltar
20001;Aire Libre;20003;Jardineria;20020;Jardin Y Macetas
20001;Aire Libre;20001;Camping;20003;Carpas
20004;Bebes Y Niños;20032;Pañales;20170;Toallas Humedas
20005;Bebidas;20033;Bebidas Con Alcohol;20174;Champagne
20005;Bebidas;20033;Bebidas Con Alcohol;20175;Licores
20006;Congelados;20035;Congelados;20186;Comidas Congeladas
20012;Limpieza;20063;Desodorantes De Ambiente;20331;Antihumedad
20012;Limpieza;20069;Limpieza De Pisos Y Superficies;20357;Limpiadores Cremosos
20012;Limpieza;20060;Accesorios De Limpieza;20314;Cepillos, Esponjas Y Guantes
20012;Limpieza;20064;Fosforos Y Velas;20336;Filtros De Cafe
20012;Limpieza;20060;Accesorios De Limpieza;20315;Escobas Y Palas
20014;Perfumeria;20075;Cuidado De La Piel;20381;Cremas Faciales
20012;Limpieza;20060;Accesorios De Limpieza;20317;Trapos
20012;Limpieza;20061;Cuidado De La Ropa;20319;Jabones Para La Ropa
20012;Limpieza;20070;Papeles;20364;Papel Film
20014;Perfumeria;20073;Colonias Y Perfumes;20375;Colonias
20010;Frescos;20052;Fiambreria;20282;Quesos Duros
20010;Frescos;20054;Lacteos;20294;Quesos Ricotta
20007;Electro;20038;Climatizacion;20202;Aires Acondicionados
20008;Ferreteria Y Automotor;20047;Ferreteria;20258;Escaleras
20007;Electro;20040;Heladeras, Cocinas, Lavarropas Y Lavavajillas;20218;Secarropas
20007;Electro;20041;Informatica;20225;Tripodes
20007;Electro;20042;Pequeños Electrodomesticos;20237;Mixer
